make,model,date,month,year,sales
Maruti Suzuki,Baleno,Jun 23,Jun,2023,14077.0
Maruti Suzuki,S-Presso,Jun 23,Jun,2023,2731.0
Maruti Suzuki,Alto K10,Jun 23,Jun,2023,
Maruti Suzuki,Dzire,Jun 23,Jun,2023,9322.0
Maruti Suzuki,Ertiga,Jun 23,Jun,2023,8422.0
Maruti Suzuki,Swift,Jun 23,Jun,2023,15955.0
Maruti Suzuki,XL6,Jun 23,Jun,2023,2856.0
Maruti Suzuki,Brezza,Jun 23,Jun,2023,
Maruti Suzuki,Wagon R,Jun 23,Jun,2023,17481.0
Maruti Suzuki,Jimny,Jun 23,Jun,2023,3071.0
Hyundai,Verna,Jun 23,Jun,2023,4001.0
Hyundai,Aura,Jun 23,Jun,2023,4907.0
Hyundai,Grand i10 Nios,Jun 23,Jun,2023,
Maruti Suzuki,Ciaz,Jun 23,Jun,2023,1744.0
Hyundai,Exter,Jun 23,Jun,2023,
Hyundai,Creta N Line,Jun 23,Jun,2023,
Hyundai,Tucson,Jun 23,Jun,2023,263.0
Maruti Suzuki,Eeco,Jun 23,Jun,2023,9354.0
Hyundai,i20,Jun 23,Jun,2023,
Maruti Suzuki,Invicto,Jun 23,Jun,2023,
Hyundai,Creta,Jun 23,Jun,2023,14447.0
Hyundai,Alcazar,Jun 23,Jun,2023,2119.0
Hyundai,Venue,Jun 23,Jun,2023,11606.0
Tata,Tiago NRG BS6,Jun 23,Jun,2023,
Tata,Tiago,Jun 23,Jun,2023,8135.0
Tata,Punch EV,Jun 23,Jun,2023,
Tata,Tigor,Jun 23,Jun,2023,3335.0
Tata,Nexon EV,Jun 23,Jun,2023,
Tata,Altroz,Jun 23,Jun,2023,7250.0
Tata,Harrier,Jun 23,Jun,2023,2040.0
Tata,Tiago EV,Jun 23,Jun,2023,
Hyundai,Venue N Line,Jun 23,Jun,2023,
Hyundai,Ioniq 5,Jun 23,Jun,2023,100.0
Tata,Safari,Jun 23,Jun,2023,1663.0
Tata,Punch,Jun 23,Jun,2023,10990.0
Hyundai,Kona Electric,Jun 23,Jun,2023,75.0
Tata,Xpres-T EV,Jun 23,Jun,2023,
Mahindra,Scorpio Classic,Jun 23,Jun,2023,
Tata,Altroz CNG,Jun 23,Jun,2023,
Tata,Altroz Racer,Jun 23,Jun,2023,
Mahindra,Thar,Jun 23,Jun,2023,3899.0
Toyota,Innova Crysta,Jun 23,Jun,2023,
Mahindra,XUV700,Jun 23,Jun,2023,5391.0
Mahindra,Bolero,Jun 23,Jun,2023,8686.0
Mahindra,XUV 400 Electric,Jun 23,Jun,2023,788.0
Mahindra,Scorpio N,Jun 23,Jun,2023,
Mahindra,XUV 3X0,Jun 23,Jun,2023,
Mahindra,Bolero Neo,Jun 23,Jun,2023,
Mahindra,Bolero Neo Plus,Jun 23,Jun,2023,
Tata,Tigor CNG,Jun 23,Jun,2023,
Tata,Tiago CNG,Jun 23,Jun,2023,
Tata,Punch CNG,Jun 23,Jun,2023,
Tata,Magic Mantra 10 Seater,Jun 23,Jun,2023,
Toyota,Fortuner,Jun 23,Jun,2023,3086.0
Toyota,Innova Hycross,Jun 23,Jun,2023,8361.0
Toyota,Land Cruiser LC300,Jun 23,Jun,2023,
Toyota,Hilux,Jun 23,Jun,2023,318.0
Toyota,Camry,Jun 23,Jun,2023,184.0
Toyota,Vellfire,Jun 23,Jun,2023,0.0
Toyota,Fortuner Legender,Jun 23,Jun,2023,
Toyota,Urban Cruiser HyRyder,Jun 23,Jun,2023,2821.0
Toyota,Glanza,Jun 23,Jun,2023,3467.0
Mahindra,KUV100 NXT,Jun 23,Jun,2023,
Toyota,Taisor,Jun 23,Jun,2023,
Toyota,Rumion,Jun 23,Jun,2023,
Mahindra,XUV 300,Jun 23,Jun,2023,5094.0
BMW,M4 Competition,Jun 23,Jun,2023,
BMW,X7,Jun 23,Jun,2023,
KIA,Carens,Jun 23,Jun,2023,8047.0
BMW,7-Series,Jun 23,Jun,2023,
BMW,X1,Jun 23,Jun,2023,
BMW,2 Series Gran Coupe,Jun 23,Jun,2023,
BMW,3 Series Gran Limousine,Jun 23,Jun,2023,
BMW,Z4,Jun 23,Jun,2023,
BMW,M2,Jun 23,Jun,2023,
BMW,6 Series,Jun 23,Jun,2023,
BMW,X5,Jun 23,Jun,2023,
KIA,Sonet,Jun 23,Jun,2023,7722.0
BMW,X3,Jun 23,Jun,2023,
BMW,M8 Coupe Competition,Jun 23,Jun,2023,
KIA,EV6,Jun 23,Jun,2023,44.0
BMW,i7,Jun 23,Jun,2023,
BMW,XM,Jun 23,Jun,2023,
MG,Gloster,Jun 23,Jun,2023,263.0
MG,Comet EV,Jun 23,Jun,2023,1184.0
Honda,Elevate,Jun 23,Jun,2023,
Honda,City,Jun 23,Jun,2023,1478.0
BMW,i5,Jun 23,Jun,2023,
MG,Astor,Jun 23,Jun,2023,891.0
MG,Hector,Jun 23,Jun,2023,2170.0
MG,Hector Plus,Jun 23,Jun,2023,
MG,ZS EV,Jun 23,Jun,2023,617.0
BMW,X4,Jun 23,Jun,2023,
BMW,iX Electric,Jun 23,Jun,2023,
BMW,3-Series,Jun 23,Jun,2023,
BMW,iX1,Jun 23,Jun,2023,
Honda,Amaze,Jun 23,Jun,2023,3602.0
Honda,City Hybrid,Jun 23,Jun,2023,
Mahindra,Marazzo,Jun 23,Jun,2023,79.0
Skoda,Superb,Jun 23,Jun,2023,0.0
Tata,Magic Express 10 Seater,Jun 23,Jun,2023,
Volkswagen,Virtus,Jun 23,Jun,2023,1812.0
BMW,i4,Jun 23,Jun,2023,
Skoda,Kushaq,Jun 23,Jun,2023,2133.0
KIA,Seltos,Jun 23,Jun,2023,3578.0
Tata,Tigor EV,Jun 23,Jun,2023,
Skoda,Slavia,Jun 23,Jun,2023,1639.0
Skoda,Kodiaq,Jun 23,Jun,2023,194.0
Maruti Suzuki,Ignis,Jun 23,Jun,2023,4237.0
Hyundai,i20 N Line,Jun 23,Jun,2023,
Maruti Suzuki,Fronx,Jun 23,Jun,2023,7991.0
Jeep,Grand Cherokee,Jun 23,Jun,2023,
Land Rover,Range Rover Velar,Jun 23,Jun,2023,
Land Rover,Range Rover Evoque,Jun 23,Jun,2023,
Audi,A4,Jun 23,Jun,2023,
Land Rover,Range Rover,Jun 23,Jun,2023,
Land Rover,Discovery Sport,Jun 23,Jun,2023,
Land Rover,Range Rover Sport,Jun 23,Jun,2023,
Land Rover,Discovery,Jun 23,Jun,2023,
Jeep,Wrangler,Jun 23,Jun,2023,
Jeep,Compass,Jun 23,Jun,2023,211.0
Volkswagen,Tiguan,Jun 23,Jun,2023,133.0
Audi,Q3,Jun 23,Jun,2023,
Audi,Q3 Sportback,Jun 23,Jun,2023,
Jeep,Meridian,Jun 23,Jun,2023,282.0
Land Rover,Defender,Jun 23,Jun,2023,
Audi,RS Q8,Jun 23,Jun,2023,
Audi,RS5,Jun 23,Jun,2023,
Audi,e-tron,Jun 23,Jun,2023,
Audi,Q8,Jun 23,Jun,2023,
Volvo,S90,Jun 23,Jun,2023,
Audi,A8L,Jun 23,Jun,2023,
Volvo,XC60,Jun 23,Jun,2023,
Volvo,XC90,Jun 23,Jun,2023,
Volvo,XC40 Recharge,Jun 23,Jun,2023,
Volvo,C40 Recharge,Jun 23,Jun,2023,
Jaguar,F-Type,Jun 23,Jun,2023,
Jaguar,I-Pace,Jun 23,Jun,2023,
Audi,S5 Sportback,Jun 23,Jun,2023,
Audi,Q5,Jun 23,Jun,2023,
Jaguar,F-Pace,Jun 23,Jun,2023,
Audi,Q7,Jun 23,Jun,2023,
Audi,Q8 e-tron,Jun 23,Jun,2023,
Porsche,Macan,Jun 23,Jun,2023,
Porsche,Cayenne,Jun 23,Jun,2023,
Porsche,Cayenne Coupe,Jun 23,Jun,2023,
Citroen,C3,Jun 23,Jun,2023,867.0
Citroen,eC3,Jun 23,Jun,2023,124.0
Lamborghini,Urus,Jun 23,Jun,2023,
Citroen,C5 Aircross,Jun 23,Jun,2023,12.0
Porsche,Panamera,Jun 23,Jun,2023,
Lamborghini,Revuelto,Jun 23,Jun,2023,
Porsche,718,Jun 23,Jun,2023,
BYD Auto,Atto 3,Jun 23,Jun,2023,
Lamborghini,Huracan EVO,Jun 23,Jun,2023,
Renault,Triber,Jun 23,Jun,2023,2257.0
Nissan,Magnite,Jun 23,Jun,2023,2552.0
Porsche,Taycan,Jun 23,Jun,2023,
Lexus,LC 500h,Jun 23,Jun,2023,
Lexus,ES,Jun 23,Jun,2023,
Lexus,LS 500h,Jun 23,Jun,2023,
Rolls-Royce,Cullinan,Jun 23,Jun,2023,
Lexus,NX,Jun 23,Jun,2023,
Lexus,RX,Jun 23,Jun,2023,
Lexus,LM 350h,Jun 23,Jun,2023,
Mini,Cooper SE,Jun 23,Jun,2023,
Rolls-Royce,Phantom,Jun 23,Jun,2023,
BYD Auto,Seal EV,Jun 23,Jun,2023,
Rolls-Royce,Ghost,Jun 23,Jun,2023,
Rolls-Royce,Wraith,Jun 23,Jun,2023,
Rolls-Royce,Dawn,Jun 23,Jun,2023,
Mini,Cooper Countryman,Jun 23,Jun,2023,
Mini,3 Door,Jun 23,Jun,2023,
Lexus,LX,Jun 23,Jun,2023,
Renault,Kiger,Jun 23,Jun,2023,1844.0
Ferrari,F8 Tributo,Jun 23,Jun,2023,
Ferrari,SF90 Stradale,Jun 23,Jun,2023,
Ferrari,812,Jun 23,Jun,2023,
Maserati,Quattroporte,Jun 23,Jun,2023,
Isuzu,S-Cab,Jun 23,Jun,2023,
Maserati,Ghibli,Jun 23,Jun,2023,
Isuzu,Hi-Lander,Jun 23,Jun,2023,
Maserati,GranTurismo,Jun 23,Jun,2023,
Maserati,GranCabrio,Jun 23,Jun,2023,
Isuzu,V-Cross,Jun 23,Jun,2023,
Isuzu,MU-X,Jun 23,Jun,2023,
Isuzu,D-Max,Jun 23,Jun,2023,
Mclaren,GT,Jun 23,Jun,2023,
Mclaren,750S,Jun 23,Jun,2023,
Force,Gurkha,Jun 23,Jun,2023,
Force,Gurkha 5 Door,Jun 23,Jun,2023,
Ferrari,Roma,Jun 23,Jun,2023,
Ferrari,296 GTB,Jun 23,Jun,2023,
Mercedes-Benz,G-Class,Jun 23,Jun,2023,
Aston Martin,DBX,Jun 23,Jun,2023,
Mercedes-Benz,C-Class,Jun 23,Jun,2023,
Mercedes-Benz,GLS,Jun 23,Jun,2023,
Mercedes-Benz,A Class Sedan Limousine,Jun 23,Jun,2023,
Mercedes-Benz,GLA,Jun 23,Jun,2023,
Mercedes-Benz,GLC,Jun 23,Jun,2023,
Mercedes-Benz,Maybach S-Class,Jun 23,Jun,2023,
Mercedes-Benz,E-Class,Jun 23,Jun,2023,
Mercedes-Benz,GLE-Class,Jun 23,Jun,2023,
Mercedes-Benz,GLB,Jun 23,Jun,2023,
Mercedes-Benz,AMG E 53 Cabriolet,Jun 23,Jun,2023,
Mercedes-Benz,GLC Coupe,Jun 23,Jun,2023,
Aston Martin,Vantage,Jun 23,Jun,2023,
Mercedes-Benz,AMG E 53,Jun 23,Jun,2023,
Mercedes-Benz,AMG A 45 S,Jun 23,Jun,2023,
Aston Martin,DB 12,Jun 23,Jun,2023,
Mercedes-Benz,S Class,Jun 23,Jun,2023,
Pravaig,Defy,Jun 23,Jun,2023,
Mercedes-Benz,EQS,Jun 23,Jun,2023,
Mercedes-Benz,AMG GLE 53 Coupe,Jun 23,Jun,2023,
Mercedes-Benz,AMG GLC 43,Jun 23,Jun,2023,
Bajaj,Qute (RE60),Jun 23,Jun,2023,
Strom Motors,R3,Jun 23,Jun,2023,
Bentley,Bentayga,Jun 23,Jun,2023,
Porsche,911,Jun 23,Jun,2023,
Audi,A6,Jun 23,Jun,2023,
Mercedes-Benz,EQB,Jun 23,Jun,2023,
Volkswagen,Taigun,Jun 23,Jun,2023,1449.0
Citroen,C3 Aircross,Jun 23,Jun,2023,
BYD Auto,E6 Electric,Jun 23,Jun,2023,
Mercedes-Benz,AMG E 63,Jun 23,Jun,2023,
Mclaren,720S,Jun 23,Jun,2023,
Mercedes-Benz,EQE,Jun 23,Jun,2023,
Tata,Nexon,Jun 23,Jun,2023,13827.0
Renault,Kwid,Jun 23,Jun,2023,1349.0
Audi,RS E-Tron GT,Jun 23,Jun,2023,
Audi,E-Tron GT,Jun 23,Jun,2023,
Maruti Suzuki,Grand Vitara,Mar 23,Mar,2023,10045.0
Maruti Suzuki,Celerio,Mar 23,Mar,2023,4646.0
Maruti Suzuki,Baleno,Mar 23,Mar,2023,16168.0
Maruti Suzuki,S-Presso,Mar 23,Mar,2023,2443.0
Maruti Suzuki,Alto K10,Mar 23,Mar,2023,
Maruti Suzuki,Dzire,Mar 23,Mar,2023,13394.0
Maruti Suzuki,Ertiga,Mar 23,Mar,2023,9028.0
Maruti Suzuki,Swift,Mar 23,Mar,2023,17559.0
Maruti Suzuki,XL6,Mar 23,Mar,2023,1754.0
Maruti Suzuki,Brezza,Mar 23,Mar,2023,
Maruti Suzuki,Wagon R,Mar 23,Mar,2023,17305.0
Maruti Suzuki,Jimny,Mar 23,Mar,2023,0.0
Hyundai,Verna,Mar 23,Mar,2023,3755.0
Hyundai,Aura,Mar 23,Mar,2023,3774.0
Hyundai,Grand i10 Nios,Mar 23,Mar,2023,
Maruti Suzuki,Ciaz,Mar 23,Mar,2023,300.0
Hyundai,Exter,Mar 23,Mar,2023,0.0
Hyundai,Creta N Line,Mar 23,Mar,2023,
Hyundai,Tucson,Mar 23,Mar,2023,581.0
Maruti Suzuki,Eeco,Mar 23,Mar,2023,11995.0
Hyundai,i20,Mar 23,Mar,2023,
Maruti Suzuki,Invicto,Mar 23,Mar,2023,0.0
Hyundai,Creta,Mar 23,Mar,2023,14026.0
Hyundai,Alcazar,Mar 23,Mar,2023,2519.0
Hyundai,Venue,Mar 23,Mar,2023,10024.0
Tata,Tiago NRG BS6,Mar 23,Mar,2023,
Tata,Tiago,Mar 23,Mar,2023,7366.0
Tata,Punch EV,Mar 23,Mar,2023,
Tata,Tigor,Mar 23,Mar,2023,2705.0
Tata,Nexon EV,Mar 23,Mar,2023,
Tata,Altroz,Mar 23,Mar,2023,3862.0
Tata,Harrier,Mar 23,Mar,2023,2561.0
Tata,Tiago EV,Mar 23,Mar,2023,
Hyundai,Venue N Line,Mar 23,Mar,2023,
Hyundai,Ioniq 5,Mar 23,Mar,2023,21.0
Tata,Safari,Mar 23,Mar,2023,1890.0
Tata,Punch,Mar 23,Mar,2023,10894.0
Hyundai,Kona Electric,Mar 23,Mar,2023,0.0
Tata,Xpres-T EV,Mar 23,Mar,2023,
Mahindra,Scorpio Classic,Mar 23,Mar,2023,
Tata,Altroz CNG,Mar 23,Mar,2023,
Tata,Altroz Racer,Mar 23,Mar,2023,
Mahindra,Thar,Mar 23,Mar,2023,5008.0
Toyota,Innova Crysta,Mar 23,Mar,2023,
Mahindra,XUV700,Mar 23,Mar,2023,5107.0
Mahindra,Bolero,Mar 23,Mar,2023,9546.0
Mahindra,XUV 400 Electric,Mar 23,Mar,2023,1909.0
Mahindra,Scorpio N,Mar 23,Mar,2023,
Mahindra,XUV 3X0,Mar 23,Mar,2023,
Mahindra,Bolero Neo,Mar 23,Mar,2023,
Mahindra,Bolero Neo Plus,Mar 23,Mar,2023,
Tata,Tigor CNG,Mar 23,Mar,2023,
Tata,Tiago CNG,Mar 23,Mar,2023,
Tata,Punch CNG,Mar 23,Mar,2023,
Tata,Magic Mantra 10 Seater,Mar 23,Mar,2023,
Toyota,Fortuner,Mar 23,Mar,2023,3108.0
Toyota,Innova Hycross,Mar 23,Mar,2023,8075.0
Toyota,Land Cruiser LC300,Mar 23,Mar,2023,
Toyota,Hilux,Mar 23,Mar,2023,223.0
Toyota,Camry,Mar 23,Mar,2023,98.0
Toyota,Vellfire,Mar 23,Mar,2023,239.0
Toyota,Fortuner Legender,Mar 23,Mar,2023,
Toyota,Urban Cruiser HyRyder,Mar 23,Mar,2023,3474.0
Toyota,Glanza,Mar 23,Mar,2023,3365.0
Mahindra,KUV100 NXT,Mar 23,Mar,2023,
Toyota,Taisor,Mar 23,Mar,2023,
Toyota,Rumion,Mar 23,Mar,2023,88.0
Mahindra,XUV 300,Mar 23,Mar,2023,5128.0
BMW,M4 Competition,Mar 23,Mar,2023,
BMW,X7,Mar 23,Mar,2023,
KIA,Carens,Mar 23,Mar,2023,6102.0
BMW,7-Series,Mar 23,Mar,2023,
BMW,X1,Mar 23,Mar,2023,
BMW,2 Series Gran Coupe,Mar 23,Mar,2023,
BMW,3 Series Gran Limousine,Mar 23,Mar,2023,
BMW,Z4,Mar 23,Mar,2023,
BMW,M2,Mar 23,Mar,2023,
BMW,6 Series,Mar 23,Mar,2023,
BMW,X5,Mar 23,Mar,2023,
KIA,Sonet,Mar 23,Mar,2023,8677.0
BMW,X3,Mar 23,Mar,2023,
BMW,M8 Coupe Competition,Mar 23,Mar,2023,
KIA,EV6,Mar 23,Mar,2023,0.0
BMW,i7,Mar 23,Mar,2023,
BMW,XM,Mar 23,Mar,2023,
MG,Gloster,Mar 23,Mar,2023,247.0
MG,Comet EV,Mar 23,Mar,2023,0.0
Honda,Elevate,Mar 23,Mar,2023,0.0
Honda,City,Mar 23,Mar,2023,2693.0
BMW,i5,Mar 23,Mar,2023,
MG,Astor,Mar 23,Mar,2023,1151.0
MG,Hector,Mar 23,Mar,2023,4105.0
MG,Hector Plus,Mar 23,Mar,2023,
MG,ZS EV,Mar 23,Mar,2023,548.0
BMW,X4,Mar 23,Mar,2023,
BMW,iX Electric,Mar 23,Mar,2023,
BMW,3-Series,Mar 23,Mar,2023,
BMW,iX1,Mar 23,Mar,2023,
Honda,Amaze,Mar 23,Mar,2023,3996.0
Honda,City Hybrid,Mar 23,Mar,2023,
Mahindra,Marazzo,Mar 23,Mar,2023,490.0
Skoda,Superb,Mar 23,Mar,2023,104.0
Tata,Magic Express 10 Seater,Mar 23,Mar,2023,
Volkswagen,Virtus,Mar 23,Mar,2023,1792.0
BMW,i4,Mar 23,Mar,2023,
Skoda,Kushaq,Mar 23,Mar,2023,2252.0
KIA,Seltos,Mar 23,Mar,2023,6554.0
Tata,Tigor EV,Mar 23,Mar,2023,
Skoda,Slavia,Mar 23,Mar,2023,1574.0
Skoda,Kodiaq,Mar 23,Mar,2023,416.0
Maruti Suzuki,Ignis,Mar 23,Mar,2023,2760.0
Hyundai,i20 N Line,Mar 23,Mar,2023,
Maruti Suzuki,Fronx,Mar 23,Mar,2023,0.0
Jeep,Grand Cherokee,Mar 23,Mar,2023,
Land Rover,Range Rover Velar,Mar 23,Mar,2023,
Land Rover,Range Rover Evoque,Mar 23,Mar,2023,
Audi,A4,Mar 23,Mar,2023,
Land Rover,Range Rover,Mar 23,Mar,2023,
Land Rover,Discovery Sport,Mar 23,Mar,2023,
Land Rover,Range Rover Sport,Mar 23,Mar,2023,
Land Rover,Discovery,Mar 23,Mar,2023,
Jeep,Wrangler,Mar 23,Mar,2023,
Jeep,Compass,Mar 23,Mar,2023,395.0
Volkswagen,Tiguan,Mar 23,Mar,2023,132.0
Audi,Q3,Mar 23,Mar,2023,
Audi,Q3 Sportback,Mar 23,Mar,2023,
Jeep,Meridian,Mar 23,Mar,2023,285.0
Land Rover,Defender,Mar 23,Mar,2023,
Audi,RS Q8,Mar 23,Mar,2023,
Audi,RS5,Mar 23,Mar,2023,
Audi,e-tron,Mar 23,Mar,2023,
Audi,Q8,Mar 23,Mar,2023,
Volvo,S90,Mar 23,Mar,2023,
Audi,A8L,Mar 23,Mar,2023,
Volvo,XC60,Mar 23,Mar,2023,
Volvo,XC90,Mar 23,Mar,2023,
Volvo,XC40 Recharge,Mar 23,Mar,2023,
Volvo,C40 Recharge,Mar 23,Mar,2023,
Jaguar,F-Type,Mar 23,Mar,2023,
Jaguar,I-Pace,Mar 23,Mar,2023,
Audi,S5 Sportback,Mar 23,Mar,2023,
Audi,Q5,Mar 23,Mar,2023,
Jaguar,F-Pace,Mar 23,Mar,2023,
Audi,Q7,Mar 23,Mar,2023,
Audi,Q8 e-tron,Mar 23,Mar,2023,
Porsche,Macan,Mar 23,Mar,2023,
Porsche,Cayenne,Mar 23,Mar,2023,
Porsche,Cayenne Coupe,Mar 23,Mar,2023,
Citroen,C3,Mar 23,Mar,2023,1075.0
Citroen,eC3,Mar 23,Mar,2023,888.0
Lamborghini,Urus,Mar 23,Mar,2023,
Citroen,C5 Aircross,Mar 23,Mar,2023,52.0
Porsche,Panamera,Mar 23,Mar,2023,
Lamborghini,Revuelto,Mar 23,Mar,2023,
Porsche,718,Mar 23,Mar,2023,
BYD Auto,Atto 3,Mar 23,Mar,2023,
Lamborghini,Huracan EVO,Mar 23,Mar,2023,
Renault,Triber,Mar 23,Mar,2023,2538.0
Nissan,Magnite,Mar 23,Mar,2023,3260.0
Porsche,Taycan,Mar 23,Mar,2023,
Lexus,LC 500h,Mar 23,Mar,2023,
Lexus,ES,Mar 23,Mar,2023,
Lexus,LS 500h,Mar 23,Mar,2023,
Rolls-Royce,Cullinan,Mar 23,Mar,2023,
Lexus,NX,Mar 23,Mar,2023,
Lexus,RX,Mar 23,Mar,2023,
Lexus,LM 350h,Mar 23,Mar,2023,
Mini,Cooper SE,Mar 23,Mar,2023,
Rolls-Royce,Phantom,Mar 23,Mar,2023,
BYD Auto,Seal EV,Mar 23,Mar,2023,
Rolls-Royce,Ghost,Mar 23,Mar,2023,
Rolls-Royce,Wraith,Mar 23,Mar,2023,
Rolls-Royce,Dawn,Mar 23,Mar,2023,
Mini,Cooper Countryman,Mar 23,Mar,2023,
Mini,3 Door,Mar 23,Mar,2023,
Lexus,LX,Mar 23,Mar,2023,
Renault,Kiger,Mar 23,Mar,2023,1568.0
Ferrari,F8 Tributo,Mar 23,Mar,2023,
Ferrari,SF90 Stradale,Mar 23,Mar,2023,
Ferrari,812,Mar 23,Mar,2023,
Maserati,Quattroporte,Mar 23,Mar,2023,
Isuzu,S-Cab,Mar 23,Mar,2023,
Maserati,Ghibli,Mar 23,Mar,2023,
Isuzu,Hi-Lander,Mar 23,Mar,2023,
Maserati,GranTurismo,Mar 23,Mar,2023,
Maserati,GranCabrio,Mar 23,Mar,2023,
Isuzu,V-Cross,Mar 23,Mar,2023,
Isuzu,MU-X,Mar 23,Mar,2023,
Isuzu,D-Max,Mar 23,Mar,2023,
Mclaren,GT,Mar 23,Mar,2023,
Mclaren,750S,Mar 23,Mar,2023,
Force,Gurkha,Mar 23,Mar,2023,
Force,Gurkha 5 Door,Mar 23,Mar,2023,
Ferrari,Roma,Mar 23,Mar,2023,
Ferrari,296 GTB,Mar 23,Mar,2023,
Mercedes-Benz,G-Class,Mar 23,Mar,2023,
Aston Martin,DBX,Mar 23,Mar,2023,
Mercedes-Benz,C-Class,Mar 23,Mar,2023,
Mercedes-Benz,GLS,Mar 23,Mar,2023,
Mercedes-Benz,A Class Sedan Limousine,Mar 23,Mar,2023,
Mercedes-Benz,GLA,Mar 23,Mar,2023,
Mercedes-Benz,GLC,Mar 23,Mar,2023,
Mercedes-Benz,Maybach S-Class,Mar 23,Mar,2023,
Mercedes-Benz,E-Class,Mar 23,Mar,2023,
Mercedes-Benz,GLE-Class,Mar 23,Mar,2023,
Mercedes-Benz,GLB,Mar 23,Mar,2023,
Mercedes-Benz,AMG E 53 Cabriolet,Mar 23,Mar,2023,
Mercedes-Benz,GLC Coupe,Mar 23,Mar,2023,
Aston Martin,Vantage,Mar 23,Mar,2023,
Mercedes-Benz,AMG E 53,Mar 23,Mar,2023,
Mercedes-Benz,AMG A 45 S,Mar 23,Mar,2023,
Aston Martin,DB 12,Mar 23,Mar,2023,
Mercedes-Benz,S Class,Mar 23,Mar,2023,
Pravaig,Defy,Mar 23,Mar,2023,
Mercedes-Benz,EQS,Mar 23,Mar,2023,
Mercedes-Benz,AMG GLE 53 Coupe,Mar 23,Mar,2023,
Mercedes-Benz,AMG GLC 43,Mar 23,Mar,2023,
Bajaj,Qute (RE60),Mar 23,Mar,2023,
Strom Motors,R3,Mar 23,Mar,2023,
Bentley,Bentayga,Mar 23,Mar,2023,
Porsche,911,Mar 23,Mar,2023,
Audi,A6,Mar 23,Mar,2023,
Mercedes-Benz,EQB,Mar 23,Mar,2023,
Volkswagen,Taigun,Mar 23,Mar,2023,1976.0
Citroen,C3 Aircross,Mar 23,Mar,2023,0.0
BYD Auto,E6 Electric,Mar 23,Mar,2023,
Mercedes-Benz,AMG E 63,Mar 23,Mar,2023,
Mclaren,720S,Mar 23,Mar,2023,
Mercedes-Benz,EQE,Mar 23,Mar,2023,
Tata,Nexon,Mar 23,Mar,2023,14769.0
Renault,Kwid,Mar 23,Mar,2023,1283.0
Audi,RS E-Tron GT,Mar 23,Mar,2023,
Audi,E-Tron GT,Mar 23,Mar,2023,
Maruti Suzuki,Grand Vitara,Mar 24,Mar,2024,11232.0
Maruti Suzuki,Celerio,Mar 24,Mar,2024,3478.0
Maruti Suzuki,Baleno,Mar 24,Mar,2024,15588.0
Maruti Suzuki,S-Presso,Mar 24,Mar,2024,2497.0
Maruti Suzuki,Alto K10,Mar 24,Mar,2024,
Maruti Suzuki,Dzire,Mar 24,Mar,2024,15894.0
Maruti Suzuki,Ertiga,Mar 24,Mar,2024,14888.0
Maruti Suzuki,Swift,Mar 24,Mar,2024,15728.0
Maruti Suzuki,XL6,Mar 24,Mar,2024,4505.0
Maruti Suzuki,Brezza,Mar 24,Mar,2024,
Maruti Suzuki,Wagon R,Mar 24,Mar,2024,16368.0
Maruti Suzuki,Jimny,Mar 24,Mar,2024,318.0
Hyundai,Verna,Mar 24,Mar,2024,1716.0
Hyundai,Aura,Mar 24,Mar,2024,4883.0
Hyundai,Grand i10 Nios,Mar 24,Mar,2024,
Maruti Suzuki,Ciaz,Mar 24,Mar,2024,590.0
Hyundai,Exter,Mar 24,Mar,2024,8475.0
Hyundai,Creta N Line,Mar 24,Mar,2024,
Hyundai,Tucson,Mar 24,Mar,2024,110.0
Maruti Suzuki,Eeco,Mar 24,Mar,2024,12019.0
Hyundai,i20,Mar 24,Mar,2024,
Maruti Suzuki,Invicto,Mar 24,Mar,2024,348.0
Hyundai,Creta,Mar 24,Mar,2024,16458.0
Hyundai,Alcazar,Mar 24,Mar,2024,1420.0
Hyundai,Venue,Mar 24,Mar,2024,9614.0
Tata,Tiago NRG BS6,Mar 24,Mar,2024,
Tata,Tiago,Mar 24,Mar,2024,6381.0
Tata,Punch EV,Mar 24,Mar,2024,
Tata,Tigor,Mar 24,Mar,2024,2017.0
Tata,Nexon EV,Mar 24,Mar,2024,
Tata,Altroz,Mar 24,Mar,2024,5985.0
Tata,Harrier,Mar 24,Mar,2024,2054.0
Tata,Tiago EV,Mar 24,Mar,2024,
Hyundai,Venue N Line,Mar 24,Mar,2024,
Hyundai,Ioniq 5,Mar 24,Mar,2024,65.0
Tata,Safari,Mar 24,Mar,2024,2063.0
Tata,Punch,Mar 24,Mar,2024,17547.0
Hyundai,Kona Electric,Mar 24,Mar,2024,71.0
Tata,Xpres-T EV,Mar 24,Mar,2024,
Mahindra,Scorpio Classic,Mar 24,Mar,2024,
Tata,Altroz CNG,Mar 24,Mar,2024,
Tata,Altroz Racer,Mar 24,Mar,2024,
Mahindra,Thar,Mar 24,Mar,2024,6049.0
Toyota,Innova Crysta,Mar 24,Mar,2024,
Mahindra,XUV700,Mar 24,Mar,2024,6611.0
Mahindra,Bolero,Mar 24,Mar,2024,10347.0
Mahindra,XUV 400 Electric,Mar 24,Mar,2024,350.0
Mahindra,Scorpio N,Mar 24,Mar,2024,
Mahindra,XUV 3X0,Mar 24,Mar,2024,
Mahindra,Bolero Neo,Mar 24,Mar,2024,
Mahindra,Bolero Neo Plus,Mar 24,Mar,2024,
