make,model,date,month,year,sales
Maruti Suzuki,Grand Vitara,Aug 22,Aug,2022,0.0
Maruti Suzuki,Celerio,Aug 22,Aug,2022,5852.0
Maruti Suzuki,Baleno,Aug 22,Aug,2022,18418.0
Maruti Suzuki,S-Presso,Aug 22,Aug,2022,7774.0
Maruti Suzuki,Alto K10,Aug 22,Aug,2022,
Maruti Suzuki,Dzire,Aug 22,Aug,2022,11868.0
Maruti Suzuki,Ertiga,Aug 22,Aug,2022,9314.0
Maruti Suzuki,Swift,Aug 22,Aug,2022,11275.0
Maruti Suzuki,XL6,Aug 22,Aug,2022,2425.0
Maruti Suzuki,Brezza,Aug 22,Aug,2022,
Maruti Suzuki,Wagon R,Aug 22,Aug,2022,18398.0
Maruti Suzuki,Jimny,Aug 22,Aug,2022,0.0
Hyundai,Verna,Aug 22,Aug,2022,1734.0
Hyundai,Aura,Aug 22,Aug,2022,4378.0
Hyundai,Grand i10 Nios,Aug 22,Aug,2022,
Maruti Suzuki,Ciaz,Aug 22,Aug,2022,1516.0
Hyundai,Exter,Aug 22,Aug,2022,0.0
Hyundai,Creta N Line,Aug 22,Aug,2022,
Hyundai,Tucson,Aug 22,Aug,2022,343.0
Maruti Suzuki,Eeco,Aug 22,Aug,2022,11999.0
Hyundai,i20,Aug 22,Aug,2022,
Maruti Suzuki,Invicto,Aug 22,Aug,2022,0.0
Hyundai,Creta,Aug 22,Aug,2022,12577.0
Hyundai,Alcazar,Aug 22,Aug,2022,2304.0
Hyundai,Venue,Aug 22,Aug,2022,11240.0
Tata,Tiago NRG BS6,Aug 22,Aug,2022,
Tata,Tiago,Aug 22,Aug,2022,7209.0
Tata,Punch EV,Aug 22,Aug,2022,
Tata,Tigor,Aug 22,Aug,2022,3486.0
Tata,Nexon EV,Aug 22,Aug,2022,
Tata,Altroz,Aug 22,Aug,2022,4968.0
Tata,Harrier,Aug 22,Aug,2022,2596.0
Tata,Tiago EV,Aug 22,Aug,2022,
Hyundai,Venue N Line,Aug 22,Aug,2022,
Hyundai,Ioniq 5,Aug 22,Aug,2022,0.0
Tata,Safari,Aug 22,Aug,2022,1820.0
Tata,Punch,Aug 22,Aug,2022,12006.0
Hyundai,Kona Electric,Aug 22,Aug,2022,102.0
Tata,Xpres-T EV,Aug 22,Aug,2022,
Mahindra,Scorpio Classic,Aug 22,Aug,2022,
Tata,Altroz CNG,Aug 22,Aug,2022,
Tata,Altroz Racer,Aug 22,Aug,2022,
Mahindra,Thar,Aug 22,Aug,2022,
Toyota,Innova Crysta,Aug 22,Aug,2022,
Mahindra,XUV700,Aug 22,Aug,2022,
Mahindra,Bolero,Aug 22,Aug,2022,8246.0
Mahindra,XUV 400 Electric,Aug 22,Aug,2022,0.0
Mahindra,Scorpio N,Aug 22,Aug,2022,
Mahindra,XUV 3X0,Aug 22,Aug,2022,
Mahindra,Bolero Neo,Aug 22,Aug,2022,
Mahindra,Bolero Neo Plus,Aug 22,Aug,2022,
Tata,Tigor CNG,Aug 22,Aug,2022,
Tata,Tiago CNG,Aug 22,Aug,2022,
Tata,Punch CNG,Aug 22,Aug,2022,
Tata,Magic Mantra 10 Seater,Aug 22,Aug,2022,
Toyota,Fortuner,Aug 22,Aug,2022,2581.0
Toyota,Innova Hycross,Aug 22,Aug,2022,6036.0
Toyota,Land Cruiser LC300,Aug 22,Aug,2022,
Toyota,Hilux,Aug 22,Aug,2022,20.0
Toyota,Camry,Aug 22,Aug,2022,62.0
Toyota,Vellfire,Aug 22,Aug,2022,118.0
Toyota,Fortuner Legender,Aug 22,Aug,2022,
Toyota,Urban Cruiser HyRyder,Aug 22,Aug,2022,0.0
Toyota,Glanza,Aug 22,Aug,2022,3011.0
Mahindra,KUV100 NXT,Aug 22,Aug,2022,
Toyota,Taisor,Aug 22,Aug,2022,
Toyota,Rumion,Aug 22,Aug,2022,
Mahindra,XUV 300,Aug 22,Aug,2022,4322.0
BMW,M4 Competition,Aug 22,Aug,2022,
BMW,X7,Aug 22,Aug,2022,
KIA,Carens,Aug 22,Aug,2022,5558.0
BMW,7-Series,Aug 22,Aug,2022,
BMW,X1,Aug 22,Aug,2022,
BMW,2 Series Gran Coupe,Aug 22,Aug,2022,
BMW,3 Series Gran Limousine,Aug 22,Aug,2022,
BMW,Z4,Aug 22,Aug,2022,
BMW,M2,Aug 22,Aug,2022,
BMW,6 Series,Aug 22,Aug,2022,
BMW,X5,Aug 22,Aug,2022,
KIA,Sonet,Aug 22,Aug,2022,
BMW,X3,Aug 22,Aug,2022,
BMW,M8 Coupe Competition,Aug 22,Aug,2022,
KIA,EV6,Aug 22,Aug,2022,0.0
BMW,i7,Aug 22,Aug,2022,
BMW,XM,Aug 22,Aug,2022,
MG,Gloster,Aug 22,Aug,2022,185.0
MG,Comet EV,Aug 22,Aug,2022,0.0
Honda,Elevate,Aug 22,Aug,2022,0.0
Honda,City,Aug 22,Aug,2022,3488.0
BMW,i5,Aug 22,Aug,2022,
MG,Astor,Aug 22,Aug,2022,1324.0
MG,Hector,Aug 22,Aug,2022,1917.0
MG,Hector Plus,Aug 22,Aug,2022,
MG,ZS EV,Aug 22,Aug,2022,397.0
BMW,X4,Aug 22,Aug,2022,
BMW,iX Electric,Aug 22,Aug,2022,
BMW,3-Series,Aug 22,Aug,2022,
BMW,iX1,Aug 22,Aug,2022,
Honda,Amaze,Aug 22,Aug,2022,3418.0
Honda,City Hybrid,Aug 22,Aug,2022,
Mahindra,Marazzo,Aug 22,Aug,2022,45.0
Skoda,Superb,Aug 22,Aug,2022,135.0
Tata,Magic Express 10 Seater,Aug 22,Aug,2022,
Volkswagen,Virtus,Aug 22,Aug,2022,873.0
BMW,i4,Aug 22,Aug,2022,
Skoda,Kushaq,Aug 22,Aug,2022,1876.0
KIA,Seltos,Aug 22,Aug,2022,8652.0
Tata,Tigor EV,Aug 22,Aug,2022,
Skoda,Slavia,Aug 22,Aug,2022,1941.0
Skoda,Kodiaq,Aug 22,Aug,2022,151.0
Maruti Suzuki,Ignis,Aug 22,Aug,2022,5746.0
Hyundai,i20 N Line,Aug 22,Aug,2022,
Maruti Suzuki,Fronx,Aug 22,Aug,2022,0.0
Jeep,Grand Cherokee,Aug 22,Aug,2022,
Land Rover,Range Rover Velar,Aug 22,Aug,2022,
Land Rover,Range Rover Evoque,Aug 22,Aug,2022,
Audi,A4,Aug 22,Aug,2022,
Land Rover,Range Rover,Aug 22,Aug,2022,
Land Rover,Discovery Sport,Aug 22,Aug,2022,
Land Rover,Range Rover Sport,Aug 22,Aug,2022,
Land Rover,Discovery,Aug 22,Aug,2022,
Jeep,Wrangler,Aug 22,Aug,2022,
Jeep,Compass,Aug 22,Aug,2022,921.0
Volkswagen,Tiguan,Aug 22,Aug,2022,155.0
Audi,Q3,Aug 22,Aug,2022,
Audi,Q3 Sportback,Aug 22,Aug,2022,
Jeep,Meridian,Aug 22,Aug,2022,400.0
Land Rover,Defender,Aug 22,Aug,2022,
Audi,RS Q8,Aug 22,Aug,2022,
Audi,RS5,Aug 22,Aug,2022,
Audi,e-tron,Aug 22,Aug,2022,
Audi,Q8,Aug 22,Aug,2022,
Volvo,S90,Aug 22,Aug,2022,
Audi,A8L,Aug 22,Aug,2022,
Volvo,XC60,Aug 22,Aug,2022,
Volvo,XC90,Aug 22,Aug,2022,
Volvo,XC40 Recharge,Aug 22,Aug,2022,
Volvo,C40 Recharge,Aug 22,Aug,2022,
Jaguar,F-Type,Aug 22,Aug,2022,
Jaguar,I-Pace,Aug 22,Aug,2022,
Audi,S5 Sportback,Aug 22,Aug,2022,
Audi,Q5,Aug 22,Aug,2022,
Jaguar,F-Pace,Aug 22,Aug,2022,
Audi,Q7,Aug 22,Aug,2022,
Audi,Q8 e-tron,Aug 22,Aug,2022,
Porsche,Macan,Aug 22,Aug,2022,
Porsche,Cayenne,Aug 22,Aug,2022,
Porsche,Cayenne Coupe,Aug 22,Aug,2022,
Citroen,C3,Aug 22,Aug,2022,825.0
Citroen,eC3,Aug 22,Aug,2022,0.0
Lamborghini,Urus,Aug 22,Aug,2022,
Citroen,C5 Aircross,Aug 22,Aug,2022,25.0
Porsche,Panamera,Aug 22,Aug,2022,
Lamborghini,Revuelto,Aug 22,Aug,2022,
Porsche,718,Aug 22,Aug,2022,
BYD Auto,Atto 3,Aug 22,Aug,2022,
Lamborghini,Huracan EVO,Aug 22,Aug,2022,
Renault,Triber,Aug 22,Aug,2022,2667.0
Nissan,Magnite,Aug 22,Aug,2022,3194.0
Porsche,Taycan,Aug 22,Aug,2022,
Lexus,LC 500h,Aug 22,Aug,2022,
Lexus,ES,Aug 22,Aug,2022,
Lexus,LS 500h,Aug 22,Aug,2022,
Rolls-Royce,Cullinan,Aug 22,Aug,2022,
Lexus,NX,Aug 22,Aug,2022,
Lexus,RX,Aug 22,Aug,2022,
Lexus,LM 350h,Aug 22,Aug,2022,
Mini,Cooper SE,Aug 22,Aug,2022,
Rolls-Royce,Phantom,Aug 22,Aug,2022,
BYD Auto,Seal EV,Aug 22,Aug,2022,
Rolls-Royce,Ghost,Aug 22,Aug,2022,
Rolls-Royce,Wraith,Aug 22,Aug,2022,
Rolls-Royce,Dawn,Aug 22,Aug,2022,
Mini,Cooper Countryman,Aug 22,Aug,2022,
Mini,3 Door,Aug 22,Aug,2022,
Lexus,LX,Aug 22,Aug,2022,
Renault,Kiger,Aug 22,Aug,2022,2641.0
Ferrari,F8 Tributo,Aug 22,Aug,2022,
Ferrari,SF90 Stradale,Aug 22,Aug,2022,
Ferrari,812,Aug 22,Aug,2022,
Maserati,Quattroporte,Aug 22,Aug,2022,
Isuzu,S-Cab,Aug 22,Aug,2022,
Maserati,Ghibli,Aug 22,Aug,2022,
Isuzu,Hi-Lander,Aug 22,Aug,2022,
Maserati,GranTurismo,Aug 22,Aug,2022,
Maserati,GranCabrio,Aug 22,Aug,2022,
Isuzu,V-Cross,Aug 22,Aug,2022,
Isuzu,MU-X,Aug 22,Aug,2022,
Isuzu,D-Max,Aug 22,Aug,2022,
Mclaren,GT,Aug 22,Aug,2022,
Mclaren,750S,Aug 22,Aug,2022,
Force,Gurkha,Aug 22,Aug,2022,
Force,Gurkha 5 Door,Aug 22,Aug,2022,
Ferrari,Roma,Aug 22,Aug,2022,
Ferrari,296 GTB,Aug 22,Aug,2022,
Mercedes-Benz,G-Class,Aug 22,Aug,2022,
Aston Martin,DBX,Aug 22,Aug,2022,
Mercedes-Benz,C-Class,Aug 22,Aug,2022,
Mercedes-Benz,GLS,Aug 22,Aug,2022,
Mercedes-Benz,A Class Sedan Limousine,Aug 22,Aug,2022,
Mercedes-Benz,GLA,Aug 22,Aug,2022,
Mercedes-Benz,GLC,Aug 22,Aug,2022,
Mercedes-Benz,Maybach S-Class,Aug 22,Aug,2022,
Mercedes-Benz,E-Class,Aug 22,Aug,2022,
Mercedes-Benz,GLE-Class,Aug 22,Aug,2022,
Mercedes-Benz,GLB,Aug 22,Aug,2022,
Mercedes-Benz,AMG E 53 Cabriolet,Aug 22,Aug,2022,
Mercedes-Benz,GLC Coupe,Aug 22,Aug,2022,
Aston Martin,Vantage,Aug 22,Aug,2022,
Mercedes-Benz,AMG E 53,Aug 22,Aug,2022,
Mercedes-Benz,AMG A 45 S,Aug 22,Aug,2022,
Aston Martin,DB 12,Aug 22,Aug,2022,
Mercedes-Benz,S Class,Aug 22,Aug,2022,
Pravaig,Defy,Aug 22,Aug,2022,
Mercedes-Benz,EQS,Aug 22,Aug,2022,
Mercedes-Benz,AMG GLE 53 Coupe,Aug 22,Aug,2022,
Mercedes-Benz,AMG GLC 43,Aug 22,Aug,2022,
Bajaj,Qute (RE60),Aug 22,Aug,2022,
Strom Motors,R3,Aug 22,Aug,2022,
Bentley,Bentayga,Aug 22,Aug,2022,
Porsche,911,Aug 22,Aug,2022,
Audi,A6,Aug 22,Aug,2022,
Mercedes-Benz,EQB,Aug 22,Aug,2022,
Volkswagen,Taigun,Aug 22,Aug,2022,1019.0
Citroen,C3 Aircross,Aug 22,Aug,2022,0.0
BYD Auto,E6 Electric,Aug 22,Aug,2022,
Mercedes-Benz,AMG E 63,Aug 22,Aug,2022,
Mclaren,720S,Aug 22,Aug,2022,
Mercedes-Benz,EQE,Aug 22,Aug,2022,
Tata,Nexon,Aug 22,Aug,2022,15085.0
Renault,Kwid,Aug 22,Aug,2022,1704.0
Audi,RS E-Tron GT,Aug 22,Aug,2022,
Audi,E-Tron GT,Aug 22,Aug,2022,
Maruti Suzuki,Grand Vitara,Aug 23,Aug,2023,11818.0
Maruti Suzuki,Celerio,Aug 23,Aug,2023,4038.0
Maruti Suzuki,Baleno,Aug 23,Aug,2023,18516.0
Maruti Suzuki,S-Presso,Aug 23,Aug,2023,2606.0
Maruti Suzuki,Alto K10,Aug 23,Aug,2023,
Maruti Suzuki,Dzire,Aug 23,Aug,2023,13293.0
Maruti Suzuki,Ertiga,Aug 23,Aug,2023,12315.0
Maruti Suzuki,Swift,Aug 23,Aug,2023,18653.0
Maruti Suzuki,XL6,Aug 23,Aug,2023,4184.0
Maruti Suzuki,Brezza,Aug 23,Aug,2023,
Maruti Suzuki,Wagon R,Aug 23,Aug,2023,15578.0
Maruti Suzuki,Jimny,Aug 23,Aug,2023,3104.0
Hyundai,Verna,Aug 23,Aug,2023,2576.0
Hyundai,Aura,Aug 23,Aug,2023,4892.0
Hyundai,Grand i10 Nios,Aug 23,Aug,2023,
Maruti Suzuki,Ciaz,Aug 23,Aug,2023,849.0
Hyundai,Exter,Aug 23,Aug,2023,7430.0
Hyundai,Creta N Line,Aug 23,Aug,2023,
Hyundai,Tucson,Aug 23,Aug,2023,236.0
Maruti Suzuki,Eeco,Aug 23,Aug,2023,11859.0
Hyundai,i20,Aug 23,Aug,2023,
Maruti Suzuki,Invicto,Aug 23,Aug,2023,589.0
Hyundai,Creta,Aug 23,Aug,2023,13832.0
Hyundai,Alcazar,Aug 23,Aug,2023,1493.0
Hyundai,Venue,Aug 23,Aug,2023,10948.0
Tata,Tiago NRG BS6,Aug 23,Aug,2023,
Tata,Tiago,Aug 23,Aug,2023,9463.0
Tata,Punch EV,Aug 23,Aug,2023,
Tata,Tigor,Aug 23,Aug,2023,2947.0
Tata,Nexon EV,Aug 23,Aug,2023,
Tata,Altroz,Aug 23,Aug,2023,7825.0
Tata,Harrier,Aug 23,Aug,2023,1689.0
Tata,Tiago EV,Aug 23,Aug,2023,
Hyundai,Venue N Line,Aug 23,Aug,2023,
Hyundai,Ioniq 5,Aug 23,Aug,2023,130.0
Tata,Safari,Aug 23,Aug,2023,1019.0
Tata,Punch,Aug 23,Aug,2023,14523.0
Hyundai,Kona Electric,Aug 23,Aug,2023,91.0
Tata,Xpres-T EV,Aug 23,Aug,2023,
Mahindra,Scorpio Classic,Aug 23,Aug,2023,
Tata,Altroz CNG,Aug 23,Aug,2023,
Tata,Altroz Racer,Aug 23,Aug,2023,
Mahindra,Thar,Aug 23,Aug,2023,
Toyota,Innova Crysta,Aug 23,Aug,2023,
Mahindra,XUV700,Aug 23,Aug,2023,
Mahindra,Bolero,Aug 23,Aug,2023,9092.0
Mahindra,XUV 400 Electric,Aug 23,Aug,2023,778.0
Mahindra,Scorpio N,Aug 23,Aug,2023,
Mahindra,XUV 3X0,Aug 23,Aug,2023,
Mahindra,Bolero Neo,Aug 23,Aug,2023,
Mahindra,Bolero Neo Plus,Aug 23,Aug,2023,
Tata,Tigor CNG,Aug 23,Aug,2023,
Tata,Tiago CNG,Aug 23,Aug,2023,
Tata,Punch CNG,Aug 23,Aug,2023,
Tata,Magic Mantra 10 Seater,Aug 23,Aug,2023,
Toyota,Fortuner,Aug 23,Aug,2023,2825.0
Toyota,Innova Hycross,Aug 23,Aug,2023,8666.0
Toyota,Land Cruiser LC300,Aug 23,Aug,2023,
Toyota,Hilux,Aug 23,Aug,2023,133.0
Toyota,Camry,Aug 23,Aug,2023,181.0
Toyota,Vellfire,Aug 23,Aug,2023,0.0
Toyota,Fortuner Legender,Aug 23,Aug,2023,
Toyota,Urban Cruiser HyRyder,Aug 23,Aug,2023,4121.0
Toyota,Glanza,Aug 23,Aug,2023,4932.0
Mahindra,KUV100 NXT,Aug 23,Aug,2023,
Toyota,Taisor,Aug 23,Aug,2023,
Toyota,Rumion,Aug 23,Aug,2023,
Mahindra,XUV 300,Aug 23,Aug,2023,4992.0
BMW,M4 Competition,Aug 23,Aug,2023,
BMW,X7,Aug 23,Aug,2023,
KIA,Carens,Aug 23,Aug,2023,4359.0
BMW,7-Series,Aug 23,Aug,2023,
BMW,X1,Aug 23,Aug,2023,
BMW,2 Series Gran Coupe,Aug 23,Aug,2023,
BMW,3 Series Gran Limousine,Aug 23,Aug,2023,
BMW,Z4,Aug 23,Aug,2023,
BMW,M2,Aug 23,Aug,2023,
BMW,6 Series,Aug 23,Aug,2023,
BMW,X5,Aug 23,Aug,2023,
KIA,Sonet,Aug 23,Aug,2023,
BMW,X3,Aug 23,Aug,2023,
BMW,M8 Coupe Competition,Aug 23,Aug,2023,
KIA,EV6,Aug 23,Aug,2023,42.0
BMW,i7,Aug 23,Aug,2023,
BMW,XM,Aug 23,Aug,2023,
MG,Gloster,Aug 23,Aug,2023,240.0
MG,Comet EV,Aug 23,Aug,2023,651.0
Honda,Elevate,Aug 23,Aug,2023,2822.0
Honda,City,Aug 23,Aug,2023,1494.0
BMW,i5,Aug 23,Aug,2023,
MG,Astor,Aug 23,Aug,2023,814.0
MG,Hector,Aug 23,Aug,2023,2059.0
MG,Hector Plus,Aug 23,Aug,2023,
MG,ZS EV,Aug 23,Aug,2023,421.0
BMW,X4,Aug 23,Aug,2023,
BMW,iX Electric,Aug 23,Aug,2023,
BMW,3-Series,Aug 23,Aug,2023,
BMW,iX1,Aug 23,Aug,2023,
Honda,Amaze,Aug 23,Aug,2023,3564.0
Honda,City Hybrid,Aug 23,Aug,2023,
Mahindra,Marazzo,Aug 23,Aug,2023,47.0
Skoda,Superb,Aug 23,Aug,2023,0.0
Tata,Magic Express 10 Seater,Aug 23,Aug,2023,
Volkswagen,Virtus,Aug 23,Aug,2023,2140.0
BMW,i4,Aug 23,Aug,2023,
Skoda,Kushaq,Aug 23,Aug,2023,2409.0
KIA,Seltos,Aug 23,Aug,2023,10698.0
Tata,Tigor EV,Aug 23,Aug,2023,
Skoda,Slavia,Aug 23,Aug,2023,1657.0
Skoda,Kodiaq,Aug 23,Aug,2023,241.0
Maruti Suzuki,Ignis,Aug 23,Aug,2023,2373.0
Hyundai,i20 N Line,Aug 23,Aug,2023,
Maruti Suzuki,Fronx,Aug 23,Aug,2023,12164.0
Jeep,Grand Cherokee,Aug 23,Aug,2023,
Land Rover,Range Rover Velar,Aug 23,Aug,2023,
Land Rover,Range Rover Evoque,Aug 23,Aug,2023,
Audi,A4,Aug 23,Aug,2023,
Land Rover,Range Rover,Aug 23,Aug,2023,
Land Rover,Discovery Sport,Aug 23,Aug,2023,
Land Rover,Range Rover Sport,Aug 23,Aug,2023,
Land Rover,Discovery,Aug 23,Aug,2023,
Jeep,Wrangler,Aug 23,Aug,2023,
Jeep,Compass,Aug 23,Aug,2023,172.0
Volkswagen,Tiguan,Aug 23,Aug,2023,91.0
Audi,Q3,Aug 23,Aug,2023,
Audi,Q3 Sportback,Aug 23,Aug,2023,
Jeep,Meridian,Aug 23,Aug,2023,127.0
Land Rover,Defender,Aug 23,Aug,2023,
Audi,RS Q8,Aug 23,Aug,2023,
Audi,RS5,Aug 23,Aug,2023,
Audi,e-tron,Aug 23,Aug,2023,
Audi,Q8,Aug 23,Aug,2023,
Volvo,S90,Aug 23,Aug,2023,
Audi,A8L,Aug 23,Aug,2023,
Volvo,XC60,Aug 23,Aug,2023,
Volvo,XC90,Aug 23,Aug,2023,
Volvo,XC40 Recharge,Aug 23,Aug,2023,
Volvo,C40 Recharge,Aug 23,Aug,2023,
Jaguar,F-Type,Aug 23,Aug,2023,
Jaguar,I-Pace,Aug 23,Aug,2023,
Audi,S5 Sportback,Aug 23,Aug,2023,
Audi,Q5,Aug 23,Aug,2023,
Jaguar,F-Pace,Aug 23,Aug,2023,
Audi,Q7,Aug 23,Aug,2023,
Audi,Q8 e-tron,Aug 23,Aug,2023,
Porsche,Macan,Aug 23,Aug,2023,
Porsche,Cayenne,Aug 23,Aug,2023,
Porsche,Cayenne Coupe,Aug 23,Aug,2023,
Citroen,C3,Aug 23,Aug,2023,250.0
Citroen,eC3,Aug 23,Aug,2023,271.0
Lamborghini,Urus,Aug 23,Aug,2023,
Citroen,C5 Aircross,Aug 23,Aug,2023,4.0
Porsche,Panamera,Aug 23,Aug,2023,
Lamborghini,Revuelto,Aug 23,Aug,2023,
Porsche,718,Aug 23,Aug,2023,
BYD Auto,Atto 3,Aug 23,Aug,2023,
Lamborghini,Huracan EVO,Aug 23,Aug,2023,
Renault,Triber,Aug 23,Aug,2023,1821.0
Nissan,Magnite,Aug 23,Aug,2023,2258.0
Porsche,Taycan,Aug 23,Aug,2023,
Lexus,LC 500h,Aug 23,Aug,2023,
Lexus,ES,Aug 23,Aug,2023,
Lexus,LS 500h,Aug 23,Aug,2023,
Rolls-Royce,Cullinan,Aug 23,Aug,2023,
Lexus,NX,Aug 23,Aug,2023,
Lexus,RX,Aug 23,Aug,2023,
Lexus,LM 350h,Aug 23,Aug,2023,
Mini,Cooper SE,Aug 23,Aug,2023,
Rolls-Royce,Phantom,Aug 23,Aug,2023,
BYD Auto,Seal EV,Aug 23,Aug,2023,
Rolls-Royce,Ghost,Aug 23,Aug,2023,
Rolls-Royce,Wraith,Aug 23,Aug,2023,
Rolls-Royce,Dawn,Aug 23,Aug,2023,
Mini,Cooper Countryman,Aug 23,Aug,2023,
Mini,3 Door,Aug 23,Aug,2023,
Lexus,LX,Aug 23,Aug,2023,
Renault,Kiger,Aug 23,Aug,2023,929.0
Ferrari,F8 Tributo,Aug 23,Aug,2023,
Ferrari,SF90 Stradale,Aug 23,Aug,2023,
Ferrari,812,Aug 23,Aug,2023,
Maserati,Quattroporte,Aug 23,Aug,2023,
Isuzu,S-Cab,Aug 23,Aug,2023,
Maserati,Ghibli,Aug 23,Aug,2023,
Isuzu,Hi-Lander,Aug 23,Aug,2023,
Maserati,GranTurismo,Aug 23,Aug,2023,
Maserati,GranCabrio,Aug 23,Aug,2023,
Isuzu,V-Cross,Aug 23,Aug,2023,
Isuzu,MU-X,Aug 23,Aug,2023,
Isuzu,D-Max,Aug 23,Aug,2023,
Mclaren,GT,Aug 23,Aug,2023,
Mclaren,750S,Aug 23,Aug,2023,
Force,Gurkha,Aug 23,Aug,2023,
Force,Gurkha 5 Door,Aug 23,Aug,2023,
Ferrari,Roma,Aug 23,Aug,2023,
Ferrari,296 GTB,Aug 23,Aug,2023,
Mercedes-Benz,G-Class,Aug 23,Aug,2023,
Aston Martin,DBX,Aug 23,Aug,2023,
Mercedes-Benz,C-Class,Aug 23,Aug,2023,
Mercedes-Benz,GLS,Aug 23,Aug,2023,
Mercedes-Benz,A Class Sedan Limousine,Aug 23,Aug,2023,
Mercedes-Benz,GLA,Aug 23,Aug,2023,
Mercedes-Benz,GLC,Aug 23,Aug,2023,
Mercedes-Benz,Maybach S-Class,Aug 23,Aug,2023,
Mercedes-Benz,E-Class,Aug 23,Aug,2023,
Mercedes-Benz,GLE-Class,Aug 23,Aug,2023,
Mercedes-Benz,GLB,Aug 23,Aug,2023,
Mercedes-Benz,AMG E 53 Cabriolet,Aug 23,Aug,2023,
Mercedes-Benz,GLC Coupe,Aug 23,Aug,2023,
Aston Martin,Vantage,Aug 23,Aug,2023,
Mercedes-Benz,AMG E 53,Aug 23,Aug,2023,
Mercedes-Benz,AMG A 45 S,Aug 23,Aug,2023,
Aston Martin,DB 12,Aug 23,Aug,2023,
Mercedes-Benz,S Class,Aug 23,Aug,2023,
Pravaig,Defy,Aug 23,Aug,2023,
Mercedes-Benz,EQS,Aug 23,Aug,2023,
Mercedes-Benz,AMG GLE 53 Coupe,Aug 23,Aug,2023,
Mercedes-Benz,AMG GLC 43,Aug 23,Aug,2023,
Bajaj,Qute (RE60),Aug 23,Aug,2023,
Strom Motors,R3,Aug 23,Aug,2023,
Bentley,Bentayga,Aug 23,Aug,2023,
Porsche,911,Aug 23,Aug,2023,
Audi,A6,Aug 23,Aug,2023,
Mercedes-Benz,EQB,Aug 23,Aug,2023,
Volkswagen,Taigun,Aug 23,Aug,2023,1943.0
Citroen,C3 Aircross,Aug 23,Aug,2023,51.0
BYD Auto,E6 Electric,Aug 23,Aug,2023,
Mercedes-Benz,AMG E 63,Aug 23,Aug,2023,
Mclaren,720S,Aug 23,Aug,2023,
Mercedes-Benz,EQE,Aug 23,Aug,2023,
Tata,Nexon,Aug 23,Aug,2023,8049.0
Renault,Kwid,Aug 23,Aug,2023,883.0
Audi,RS E-Tron GT,Aug 23,Aug,2023,
Audi,E-Tron GT,Aug 23,Aug,2023,
Maruti Suzuki,Grand Vitara,Dec 22,Dec,2022,6171.0
Maruti Suzuki,Celerio,Dec 22,Dec,2022,1090.0
Maruti Suzuki,Baleno,Dec 22,Dec,2022,16932.0
Maruti Suzuki,S-Presso,Dec 22,Dec,2022,1117.0
Maruti Suzuki,Alto K10,Dec 22,Dec,2022,
Maruti Suzuki,Dzire,Dec 22,Dec,2022,11997.0
Maruti Suzuki,Ertiga,Dec 22,Dec,2022,12273.0
Maruti Suzuki,Swift,Dec 22,Dec,2022,12061.0
Maruti Suzuki,XL6,Dec 22,Dec,2022,3364.0
Maruti Suzuki,Brezza,Dec 22,Dec,2022,
Maruti Suzuki,Wagon R,Dec 22,Dec,2022,10181.0
Maruti Suzuki,Jimny,Dec 22,Dec,2022,0.0
Hyundai,Verna,Dec 22,Dec,2022,1538.0
Hyundai,Aura,Dec 22,Dec,2022,4156.0
Hyundai,Grand i10 Nios,Dec 22,Dec,2022,
Maruti Suzuki,Ciaz,Dec 22,Dec,2022,1154.0
Hyundai,Exter,Dec 22,Dec,2022,0.0
Hyundai,Creta N Line,Dec 22,Dec,2022,
Hyundai,Tucson,Dec 22,Dec,2022,12.0
Maruti Suzuki,Eeco,Dec 22,Dec,2022,10581.0
Hyundai,i20,Dec 22,Dec,2022,
Maruti Suzuki,Invicto,Dec 22,Dec,2022,0.0
Hyundai,Creta,Dec 22,Dec,2022,10205.0
Hyundai,Alcazar,Dec 22,Dec,2022,1478.0
Hyundai,Venue,Dec 22,Dec,2022,8285.0
Tata,Tiago NRG BS6,Dec 22,Dec,2022,
Tata,Tiago,Dec 22,Dec,2022,6052.0
Tata,Punch EV,Dec 22,Dec,2022,
Tata,Tigor,Dec 22,Dec,2022,3669.0
Tata,Nexon EV,Dec 22,Dec,2022,
Tata,Altroz,Dec 22,Dec,2022,4055.0
Tata,Harrier,Dec 22,Dec,2022,2128.0
Tata,Tiago EV,Dec 22,Dec,2022,
Hyundai,Venue N Line,Dec 22,Dec,2022,
Hyundai,Ioniq 5,Dec 22,Dec,2022,0.0
Tata,Safari,Dec 22,Dec,2022,1502.0
Tata,Punch,Dec 22,Dec,2022,10586.0
Hyundai,Kona Electric,Dec 22,Dec,2022,120.0
Tata,Xpres-T EV,Dec 22,Dec,2022,
Mahindra,Scorpio Classic,Dec 22,Dec,2022,
Tata,Altroz CNG,Dec 22,Dec,2022,
Tata,Altroz Racer,Dec 22,Dec,2022,
Mahindra,Thar,Dec 22,Dec,2022,3374.0
Toyota,Innova Crysta,Dec 22,Dec,2022,
Mahindra,XUV700,Dec 22,Dec,2022,5623.0
Mahindra,Bolero,Dec 22,Dec,2022,7311.0
Mahindra,XUV 400 Electric,Dec 22,Dec,2022,
Mahindra,Scorpio N,Dec 22,Dec,2022,
Mahindra,XUV 3X0,Dec 22,Dec,2022,
Mahindra,Bolero Neo,Dec 22,Dec,2022,
